,ds,y
0,2013-01-01,0.0
1,2013-01-02,23720.568981999997
2,2013-01-03,17329.638
3,2013-01-04,15771.261981
4,2013-01-05,22380.07204
5,2013-01-06,28213.253996
6,2013-01-07,15162.97298
7,2013-01-08,13833.953000000001
8,2013-01-09,13791.857
9,2013-01-10,10665.907
10,2013-01-11,13626.280999999999
11,2013-01-12,17465.794004
12,2013-01-13,24883.324009999997
13,2013-01-14,13094.55
14,2013-01-15,13677.601006
15,2013-01-16,16290.298999999999
16,2013-01-17,11824.479
17,2013-01-18,13403.509979999999
18,2013-01-19,21390.997978
19,2013-01-20,24395.139000000003
20,2013-01-21,14120.046
21,2013-01-22,12496.40899
22,2013-01-23,14569.807998
23,2013-01-24,10601.726
24,2013-01-25,13080.240996
25,2013-01-26,19304.732003999998
26,2013-01-27,22909.45
27,2013-01-28,12840.22798
28,2013-01-29,11253.152001
29,2013-01-30,12996.348999999998
30,2013-01-31,11376.991
31,2013-02-01,16592.277
32,2013-02-02,23465.746
33,2013-02-03,24117.188997999998
34,2013-02-04,13735.884
35,2013-02-05,13427.913
36,2013-02-06,14219.30201
37,2013-02-07,10637.476971
38,2013-02-08,13250.294978
39,2013-02-09,15312.71803
40,2013-02-10,11829.663019
41,2013-02-11,12192.72301
42,2013-02-12,15015.325
43,2013-02-13,13118.085
44,2013-02-14,11437.743009999998
45,2013-02-15,14473.04998
46,2013-02-16,22243.481
47,2013-02-17,21660.792
48,2013-02-18,15374.52002
49,2013-02-19,12784.074
50,2013-02-20,13988.625998
51,2013-02-21,11154.032
52,2013-02-22,12464.141
53,2013-02-23,18450.06198
54,2013-02-24,24417.385995999997
55,2013-02-25,14774.178
56,2013-02-26,11081.373004000001
57,2013-02-27,13833.458999999999
58,2013-02-28,10687.586
59,2013-03-01,15855.972004
60,2013-03-02,25643.69803
61,2013-03-03,28741.585
62,2013-03-04,16898.611996
63,2013-03-05,14130.107
64,2013-03-06,15179.083002
65,2013-03-07,12278.685
66,2013-03-08,13186.36
67,2013-03-09,19536.163996
68,2013-03-10,24197.906
69,2013-03-11,13840.109011
70,2013-03-12,11451.957000999999
71,2013-03-13,13934.048999999999
72,2013-03-14,9791.585
73,2013-03-15,13706.718004999999
74,2013-03-16,21422.09498
75,2013-03-17,26084.79599
76,2013-03-18,13284.423999999999
77,2013-03-19,12627.824001
78,2013-03-20,14364.464
79,2013-03-21,11193.238000000001
80,2013-03-22,13109.240999999998
81,2013-03-23,21306.367976
82,2013-03-24,23633.747
83,2013-03-25,13398.815994
84,2013-03-26,11336.225999999999
85,2013-03-27,14622.08699
86,2013-03-28,14467.749991
87,2013-03-29,15414.554
88,2013-03-30,19045.44898
89,2013-03-31,24860.39801
90,2013-04-01,19263.22298
91,2013-04-02,15841.734980000001
92,2013-04-03,17652.463
93,2013-04-04,12374.345017
94,2013-04-05,14532.680980000001
95,2013-04-06,23225.87402
96,2013-04-07,27534.318001
97,2013-04-08,15663.32798
98,2013-04-09,12568.234988
99,2013-04-10,14099.651000000002
100,2013-04-11,10918.312
101,2013-04-12,13110.99
102,2013-04-13,19956.515
103,2013-04-14,24804.108
104,2013-04-15,14643.506005000001
105,2013-04-16,14081.131000000001
106,2013-04-17,15722.623
107,2013-04-18,11137.569
108,2013-04-19,13633.936000000002
109,2013-04-20,19898.292
110,2013-04-21,25407.229
111,2013-04-22,14681.109011
112,2013-04-23,13210.322
113,2013-04-24,14415.49801
114,2013-04-25,11510.598020000001
115,2013-04-26,12705.21902
116,2013-04-27,19396.724018
117,2013-04-28,23996.105
118,2013-04-29,13195.133
119,2013-04-30,12151.51799
120,2013-05-01,22351.400999999998
121,2013-05-02,13672.471000000001
122,2013-05-03,16223.598
123,2013-05-04,22907.049997000002
124,2013-05-05,28088.89496
125,2013-05-06,16531.022
126,2013-05-07,12982.103004
127,2013-05-08,15021.947
128,2013-05-09,11249.304995
129,2013-05-10,14463.761999999999
130,2013-05-11,22889.93
131,2013-05-12,18983.415002
132,2013-05-13,15222.583
133,2013-05-14,12286.83201
134,2013-05-15,14589.048020999999
135,2013-05-16,12817.95002
136,2013-05-17,13951.48502
137,2013-05-18,21223.544
138,2013-05-19,23956.155002
139,2013-05-20,15581.664
140,2013-05-21,11873.809991
141,2013-05-22,12103.273998
142,2013-05-23,12515.635
143,2013-05-24,17072.126002
144,2013-05-25,17873.054969999997
145,2013-05-26,20801.937995
146,2013-05-27,14161.26598
147,2013-05-28,12646.522000999998
148,2013-05-29,14042.257000000001
149,2013-05-30,12925.467
150,2013-05-31,14022.897980000002
151,2013-06-01,24683.657
152,2013-06-02,30093.674
153,2013-06-03,18640.248
154,2013-06-04,15536.582999999999
155,2013-06-05,16756.746
156,2013-06-06,13028.743999999999
157,2013-06-07,17047.826
158,2013-06-08,19622.324
159,2013-06-09,25184.785979
160,2013-06-10,14545.202999000001
161,2013-06-11,12210.01201
162,2013-06-12,13899.284
163,2013-06-13,11177.147034
164,2013-06-14,14700.621991
165,2013-06-15,21911.44
166,2013-06-16,22151.03399
167,2013-06-17,16019.133989999998
168,2013-06-18,13024.394019
169,2013-06-19,14270.310000000001
170,2013-06-20,13016.247999
171,2013-06-21,14154.744999999999
172,2013-06-22,19038.786
173,2013-06-23,25739.650990000002
174,2013-06-24,15204.980001
175,2013-06-25,13291.930996
176,2013-06-26,13246.43398
177,2013-06-27,11021.071
178,2013-06-28,13453.119981
179,2013-06-29,21262.002
180,2013-06-30,25572.496005
181,2013-07-01,19308.17
182,2013-07-02,16440.00101
183,2013-07-03,17700.641994
184,2013-07-04,13223.931015
185,2013-07-05,14903.41702
186,2013-07-06,20625.888001
187,2013-07-07,23175.041960000002
188,2013-07-08,15424.83298
189,2013-07-09,12885.637999999999
190,2013-07-10,13384.002
191,2013-07-11,11524.170030000001
192,2013-07-12,13802.003
193,2013-07-13,19404.12
194,2013-07-14,19730.54202
195,2013-07-15,14898.417979999998
196,2013-07-16,14782.01903
197,2013-07-17,15016.97698
198,2013-07-18,12023.823
199,2013-07-19,13247.718
200,2013-07-20,18731.44198
201,2013-07-21,21392.557999999997
202,2013-07-22,15604.081
203,2013-07-23,13768.784040999999
204,2013-07-24,13034.338991
205,2013-07-25,12895.82
206,2013-07-26,14031.796021
207,2013-07-27,18700.503
208,2013-07-28,20679.09302
209,2013-07-29,13959.893001
210,2013-07-30,13195.202029
211,2013-07-31,14599.647
212,2013-08-01,16042.661
213,2013-08-02,17032.898
214,2013-08-03,20926.403
215,2013-08-04,22327.841027000002
216,2013-08-05,16827.762000000002
217,2013-08-06,14867.585050000002
218,2013-08-07,14507.061
219,2013-08-08,11299.001
220,2013-08-09,13235.782
221,2013-08-10,16512.387000000002
222,2013-08-11,18667.55
223,2013-08-12,14036.721000000001
224,2013-08-13,12811.993
225,2013-08-14,13464.122
226,2013-08-15,14042.158995
227,2013-08-16,14723.927
228,2013-08-17,17617.88696
229,2013-08-18,20848.86198
230,2013-08-19,14162.42802
231,2013-08-20,14273.853029999998
232,2013-08-21,15408.672
233,2013-08-22,11044.110999
234,2013-08-23,14548.258004
235,2013-08-24,18473.096
236,2013-08-25,20152.56295
237,2013-08-26,14404.88299
238,2013-08-27,12216.932005
239,2013-08-28,14040.124996999999
240,2013-08-29,11312.991999
241,2013-08-30,14542.88997
242,2013-08-31,20188.34
243,2013-09-01,29126.311008999997
244,2013-09-02,19289.18096
245,2013-09-03,16587.723999
246,2013-09-04,18067.132975
247,2013-09-05,14475.23199
248,2013-09-06,14554.84201
249,2013-09-07,22069.768
250,2013-09-08,26934.607022999997
251,2013-09-09,15473.517979999999
252,2013-09-10,12426.95199
253,2013-09-11,14986.683003999999
254,2013-09-12,10283.296995
255,2013-09-13,14394.262999999999
256,2013-09-14,20039.484999
257,2013-09-15,25954.197
258,2013-09-16,15663.137990000001
259,2013-09-17,13026.870001
260,2013-09-18,13741.66101
261,2013-09-19,11206.58498
262,2013-09-20,14892.244
263,2013-09-21,20307.947998
264,2013-09-22,24178.67
265,2013-09-23,15358.463960000001
266,2013-09-24,13242.057982
267,2013-09-25,13686.944
268,2013-09-26,11841.126001
269,2013-09-27,14661.641
270,2013-09-28,20275.433
271,2013-09-29,27201.001
272,2013-09-30,13900.28402
273,2013-10-01,19209.21702
274,2013-10-02,18329.137
275,2013-10-03,15089.194004
276,2013-10-04,16366.931
277,2013-10-05,23586.243000000002
278,2013-10-06,28297.93503
279,2013-10-07,15722.965996
280,2013-10-08,12164.59902
281,2013-10-09,13315.53199
282,2013-10-10,11551.767
283,2013-10-11,18990.690998000002
284,2013-10-12,17303.856978
285,2013-10-13,23281.66298
286,2013-10-14,12997.076000000001
287,2013-10-15,13026.115
288,2013-10-16,14755.009
289,2013-10-17,12499.788
290,2013-10-18,14562.832989999999
291,2013-10-19,21829.891
292,2013-10-20,26922.013997000002
293,2013-10-21,14419.247004
294,2013-10-22,12796.878
295,2013-10-23,15356.654989999999
296,2013-10-24,11855.315999499999
297,2013-10-25,14122.79
298,2013-10-26,19334.754999999997
299,2013-10-27,25856.958
300,2013-10-28,13752.307
301,2013-10-29,12412.646983
302,2013-10-30,13111.707
303,2013-10-31,12906.734
304,2013-11-01,16975.979
305,2013-11-02,24647.544
306,2013-11-03,30717.422029999998
307,2013-11-04,17449.894999
308,2013-11-05,16635.879001
309,2013-11-06,17287.537996
310,2013-11-07,13021.873995
311,2013-11-08,14636.858023
312,2013-11-09,21231.082000000002
313,2013-11-10,29666.464
314,2013-11-11,16159.298975000002
315,2013-11-12,14420.796999999999
316,2013-11-13,15724.956996
317,2013-11-14,11616.93502
318,2013-11-15,14730.273
319,2013-11-16,21904.35802
320,2013-11-17,28349.448999
321,2013-11-18,16533.925
322,2013-11-19,13475.929001
323,2013-11-20,16349.940005
324,2013-11-21,12891.318
325,2013-11-22,15359.536
326,2013-11-23,21452.847999999998
327,2013-11-24,27164.669
328,2013-11-25,15770.993999
329,2013-11-26,14891.457999999999
330,2013-11-27,15108.28
331,2013-11-28,12191.921024
332,2013-11-29,13654.988015
333,2013-11-30,22861.706
334,2013-12-01,32806.470031
335,2013-12-02,20809.802
336,2013-12-03,16646.876
337,2013-12-04,18496.120999
338,2013-12-05,15274.053999
339,2013-12-06,18319.89801
340,2013-12-07,22327.19298
341,2013-12-08,25963.54603
342,2013-12-09,17373.907985
343,2013-12-10,15543.233
344,2013-12-11,17953.373
345,2013-12-12,14600.225999
346,2013-12-13,16608.76798
347,2013-12-14,22163.793019999997
348,2013-12-15,28455.791999999998
349,2013-12-16,21055.727
350,2013-12-17,19184.381999
351,2013-12-18,19114.658
352,2013-12-19,19672.235999
353,2013-12-20,22314.140854999998
354,2013-12-21,26570.149980000002
355,2013-12-22,30856.6949
356,2013-12-23,37411.96606
357,2013-12-24,29645.747995
358,2013-12-26,18238.124998
359,2013-12-27,20273.541
360,2013-12-28,21088.746
361,2013-12-29,19193.24501
362,2013-12-30,25836.409
363,2013-12-31,24841.754
364,2014-01-01,0.0
365,2014-01-02,34859.397
366,2014-01-03,31194.3328
367,2014-01-04,41179.365900000004
368,2014-01-05,47009.633019999994
369,2014-01-06,24729.033994999998
370,2014-01-07,23226.47
371,2014-01-08,29713.513898
372,2014-01-09,21850.684
373,2014-01-10,23911.142724999998
374,2014-01-11,35605.09487
375,2014-01-12,43727.312999999995
376,2014-01-13,24175.725015
377,2014-01-14,21604.075
378,2014-01-15,26586.991094999998
379,2014-01-16,21256.853994999998
380,2014-01-17,23884.747150000003
381,2014-01-18,36018.565
382,2014-01-19,44707.215
383,2014-01-20,24841.767
384,2014-01-21,22488.7391
385,2014-01-22,25362.63132
386,2014-01-23,22015.148995
387,2014-01-24,23470.703195000002
388,2014-01-25,33708.66601
389,2014-01-26,42622.41597
390,2014-01-27,23231.184
391,2014-01-28,19989.980003999997
392,2014-01-29,22512.021098999998
393,2014-01-30,17865.80291
394,2014-01-31,23608.0034
395,2014-02-01,26893.749001999997
396,2014-02-02,27827.241003
397,2014-02-03,19802.47
398,2014-02-04,16447.78698
399,2014-02-05,17110.636001
400,2014-02-06,13996.518006
401,2014-02-07,15866.1961
402,2014-02-08,21604.806001999998
403,2014-02-09,23172.60301
404,2014-02-10,16979.134000000002
405,2014-02-11,14244.545995
406,2014-02-12,16687.441
407,2014-02-13,14568.714979999999
408,2014-02-14,15478.944604
409,2014-02-15,22684.662
410,2014-02-16,29881.53
411,2014-02-17,17831.285
412,2014-02-18,16114.908
413,2014-02-19,15168.43199
414,2014-02-20,13005.527
415,2014-02-21,15222.3092
416,2014-02-22,22971.654000000002
417,2014-02-23,25183.068
418,2014-02-24,19140.506003000002
419,2014-02-25,14070.214
420,2014-02-26,15421.555
421,2014-02-27,11940.173
422,2014-02-28,15593.404900000001
423,2014-03-01,35731.6699
424,2014-03-02,27290.983
425,2014-03-03,27612.124002
426,2014-03-04,40705.931002
427,2014-03-05,30619.1084
428,2014-03-06,23831.48897
429,2014-03-07,25865.9612
430,2014-03-08,31711.203009999997
431,2014-03-09,47287.947
432,2014-03-10,24187.12997
433,2014-03-11,22918.565995
434,2014-03-12,25078.6622
435,2014-03-13,18741.015
436,2014-03-14,21631.333003
437,2014-03-15,30160.49698
438,2014-03-16,47634.102
439,2014-03-17,26780.64497
440,2014-03-18,21828.999
441,2014-03-19,27106.306599
442,2014-03-20,19568.136009
443,2014-03-21,24677.8802
444,2014-03-22,32636.131999999998
445,2014-03-23,44327.763999999996
446,2014-03-24,25985.413
447,2014-03-25,21617.8339805
448,2014-03-26,27388.28862
449,2014-03-27,18468.947
450,2014-03-28,23146.824699999997
451,2014-03-29,35990.475000000006
452,2014-03-30,42790.756
453,2014-03-31,27755.627998
454,2014-04-01,21310.734997
455,2014-04-02,21139.883
456,2014-04-03,14767.294
457,2014-04-04,18188.80679
458,2014-04-05,27697.909
459,2014-04-06,31638.591
460,2014-04-07,17531.795017999997
461,2014-04-08,16475.59902
462,2014-04-09,17035.860015
463,2014-04-10,14021.633999999998
464,2014-04-11,16283.91989
465,2014-04-12,22540.59
466,2014-04-13,28915.224000000002
467,2014-04-14,16749.84
468,2014-04-15,15215.28099
469,2014-04-16,17871.656998
470,2014-04-17,17530.283
471,2014-04-18,17109.6567
472,2014-04-19,20687.347999999998
473,2014-04-20,27336.447
474,2014-04-21,16585.21201
475,2014-04-22,15615.983002
476,2014-04-23,18024.509020999998
477,2014-04-24,14055.777999999998
478,2014-04-25,16315.445899999999
479,2014-04-26,22502.211969999997
480,2014-04-27,28385.274993
481,2014-04-28,16732.46398
482,2014-04-29,13633.801
483,2014-04-30,14303.215
484,2014-05-01,23339.266
485,2014-05-02,18747.4312
486,2014-05-03,28047.427032
487,2014-05-04,30985.774
488,2014-05-05,17581.303
489,2014-05-06,15910.286970000001
490,2014-05-07,18280.566
491,2014-05-08,11627.063
492,2014-05-09,16657.834601000002
493,2014-05-10,25178.868997999998
494,2014-05-11,21613.09797
495,2014-05-12,16873.521002
496,2014-05-13,15922.843002000001
497,2014-05-14,17610.380984
498,2014-05-15,13288.706
499,2014-05-16,17331.799
500,2014-05-17,23453.365992
501,2014-05-18,30135.537
502,2014-05-19,17196.967003
503,2014-05-20,16084.211978
504,2014-05-21,15742.257000000001
505,2014-05-22,13127.518005
506,2014-05-23,14558.2723
507,2014-05-24,24248.70699
508,2014-05-25,28874.39099
509,2014-05-26,18180.388997000002
510,2014-05-27,14357.039043
511,2014-05-28,15008.359999
512,2014-05-29,13062.88598
513,2014-05-30,15863.146003000002
514,2014-05-31,24400.336000000003
515,2014-06-01,33742.26
516,2014-06-02,22329.396002
517,2014-06-03,19235.543998
518,2014-06-04,19061.79298
519,2014-06-05,14930.713979999999
520,2014-06-06,17456.27813
521,2014-06-07,23586.890028
522,2014-06-08,29980.464999999997
523,2014-06-09,17446.861
524,2014-06-10,13956.589
525,2014-06-11,16368.376999
526,2014-06-12,13277.893
527,2014-06-13,16806.661099999998
528,2014-06-14,28568.852
529,2014-06-15,22368.061
530,2014-06-16,19582.114999
531,2014-06-17,17306.982004999998
532,2014-06-18,16661.152024
533,2014-06-19,13782.365980999999
534,2014-06-20,18530.89351
535,2014-06-21,22748.201979999998
536,2014-06-22,29092.142050000002
537,2014-06-23,18692.692
538,2014-06-24,14843.813022999999
539,2014-06-25,17390.036055
540,2014-06-26,14108.203001
541,2014-06-27,16033.253996
542,2014-06-28,22744.193997000002
543,2014-06-29,27235.346002
544,2014-06-30,17261.442981
545,2014-07-01,30424.913996000003
546,2014-07-02,34630.487003
547,2014-07-03,23923.67802
548,2014-07-04,25337.261998
549,2014-07-05,34780.94311
550,2014-07-06,44592.905978
551,2014-07-07,28166.58598
552,2014-07-08,24651.661
553,2014-07-09,25810.834020000002
554,2014-07-10,20535.728020000002
555,2014-07-11,23237.564032000002
556,2014-07-12,34534.855
557,2014-07-13,36102.04
558,2014-07-14,23510.968
559,2014-07-15,23049.420996
560,2014-07-16,29194.758016
561,2014-07-17,21792.070018
562,2014-07-18,23367.2041
563,2014-07-19,31162.457000000002
564,2014-07-20,37796.102028
565,2014-07-21,25410.317968000003
566,2014-07-22,23411.924
567,2014-07-23,29630.543
568,2014-07-24,19793.07
569,2014-07-25,23289.699999999997
570,2014-07-26,28212.129999999997
571,2014-07-27,34066.95201
572,2014-07-28,25523.059005000003
573,2014-07-29,21481.3711
574,2014-07-30,25340.844021
575,2014-07-31,19540.744999000002
576,2014-08-01,21271.491993
577,2014-08-02,25417.063000000002
578,2014-08-03,27336.746
579,2014-08-04,19212.37102
580,2014-08-05,17143.488
581,2014-08-06,16079.239002
582,2014-08-07,14040.501
583,2014-08-08,16746.92
584,2014-08-09,19563.008
585,2014-08-10,22067.953
586,2014-08-11,16561.675
587,2014-08-12,14852.895999
588,2014-08-13,17373.61
589,2014-08-14,14499.260000000002
590,2014-08-15,19645.310997
591,2014-08-16,24730.076983
592,2014-08-17,27336.216999999997
593,2014-08-18,18698.680996000003
594,2014-08-19,16173.254
595,2014-08-20,17010.488
596,2014-08-21,14622.36698
597,2014-08-22,16572.022003
598,2014-08-23,21586.40401
599,2014-08-24,24828.050027999998
600,2014-08-25,16476.218999
601,2014-08-26,14201.328
602,2014-08-27,16539.350004
603,2014-08-28,13965.367999
604,2014-08-29,16711.58603
605,2014-08-30,24990.459001
606,2014-08-31,30810.613
607,2014-09-01,36309.4
608,2014-09-02,32076.803997
609,2014-09-03,35039.848
610,2014-09-04,23313.515
611,2014-09-05,26100.294970000003
612,2014-09-06,38839.824957
613,2014-09-07,51509.761042
614,2014-09-08,29117.47903
615,2014-09-09,24289.831
616,2014-09-10,28860.79298
617,2014-09-11,20285.775
618,2014-09-12,24818.25
619,2014-09-13,35064.196999
620,2014-09-14,47344.98300199999
621,2014-09-15,27644.740006
622,2014-09-16,25911.66197
623,2014-09-17,29548.17599
624,2014-09-18,20435.826999999997
625,2014-09-19,23713.428999
626,2014-09-20,35631.04511
627,2014-09-21,48470.521012
628,2014-09-22,26955.348980000002
629,2014-09-23,26428.731002
630,2014-09-24,29633.850010000002
631,2014-09-25,20349.268
632,2014-09-26,22902.243000000002
633,2014-09-27,36368.931
634,2014-09-28,50282.096004
635,2014-09-29,27055.584000000003
636,2014-09-30,24858.234
637,2014-10-01,37705.562999999995
638,2014-10-02,28054.934999999998
639,2014-10-03,29453.188990000002
640,2014-10-04,43436.94999
641,2014-10-05,54034.259
642,2014-10-06,28090.727
643,2014-10-07,25703.120000000003
644,2014-10-08,27905.878996
645,2014-10-09,18391.214
646,2014-10-10,30430.40799
647,2014-10-11,32189.313996999997
648,2014-10-12,39872.30598999999
649,2014-10-13,26941.262020000002
650,2014-10-14,21468.096980000002
651,2014-10-15,27910.744010000002
652,2014-10-16,22766.8861
653,2014-10-17,23936.215
654,2014-10-18,36825.532
655,2014-10-19,47087.354999999996
656,2014-10-20,29519.8
657,2014-10-21,21721.159
658,2014-10-22,26804.662986000003
659,2014-10-23,21811.693
660,2014-10-24,23705.248974000002
661,2014-10-25,34434.395000000004
662,2014-10-26,45032.501000000004
663,2014-10-27,24344.655
664,2014-10-28,21140.450979
665,2014-10-29,24298.98498
666,2014-10-30,17713.086001
667,2014-10-31,24285.982995
668,2014-11-01,34406.024894999995
669,2014-11-02,29196.213
670,2014-11-03,48420.482988
671,2014-11-04,28874.786029999996
672,2014-11-05,32565.059
673,2014-11-06,21979.968004
674,2014-11-07,25351.236
675,2014-11-08,35382.75803
676,2014-11-09,45041.013
677,2014-11-10,26936.099004
678,2014-11-11,22145.07
679,2014-11-12,26427.045980000003
680,2014-11-13,18687.67798
681,2014-11-14,23754.888011000003
682,2014-11-15,34385.947012000004
683,2014-11-16,47396.65101
684,2014-11-17,28134.023999999998
685,2014-11-18,22656.817
686,2014-11-19,24123.466001
687,2014-11-20,21667.264
688,2014-11-21,23995.693009000002
689,2014-11-22,33861.909
690,2014-11-23,48265.301999999996
691,2014-11-24,25507.488004
692,2014-11-25,21403.935000999998
693,2014-11-26,25604.588996
694,2014-11-27,19440.657
695,2014-11-28,22403.386002
696,2014-11-29,34953.71097
697,2014-11-30,49002.818993
698,2014-12-01,34827.575024
699,2014-12-02,29090.205
700,2014-12-03,31550.063000000002
701,2014-12-04,20693.04103
702,2014-12-05,27311.563997999998
703,2014-12-06,32939.06599
704,2014-12-07,49023.599
705,2014-12-08,31045.297002
706,2014-12-09,26257.362
707,2014-12-10,27378.3206
708,2014-12-11,22440.151005
709,2014-12-12,25827.65502
710,2014-12-13,34265.71599
711,2014-12-14,43964.95504
712,2014-12-15,28989.232001
713,2014-12-16,28165.81912
714,2014-12-17,31898.144905
715,2014-12-18,25821.655
716,2014-12-19,31501.128019999996
717,2014-12-20,37010.39697
718,2014-12-21,45999.895000000004
719,2014-12-22,40462.34
720,2014-12-23,40300.25202
721,2014-12-24,41078.229999999996
722,2014-12-26,31492.98597
723,2014-12-27,29307.73002
724,2014-12-28,29590.194003999997
725,2014-12-29,27316.57503
726,2014-12-30,33152.13396
727,2014-12-31,37054.873
728,2015-01-01,0.0
729,2015-01-02,26299.287
730,2015-01-03,25792.868000000002
731,2015-01-04,34383.874
732,2015-01-05,23359.109002
733,2015-01-06,20580.170019999998
734,2015-01-07,21780.069
735,2015-01-08,16365.802020000001
736,2015-01-09,18200.814968
737,2015-01-10,24844.417999999998
738,2015-01-11,31991.018020000003
739,2015-01-12,18736.52
740,2015-01-13,15986.571
741,2015-01-14,17178.336024
742,2015-01-15,14629.65598
743,2015-01-16,17035.015
744,2015-01-17,27306.539
745,2015-01-18,31890.710016
746,2015-01-19,18991.369998
747,2015-01-20,16660.829
748,2015-01-21,18194.79701
749,2015-01-22,14909.704000000002
750,2015-01-23,16763.340060000002
751,2015-01-24,26807.917009999997
752,2015-01-25,31376.89802
753,2015-01-26,17649.944987000003
754,2015-01-27,14683.756
755,2015-01-28,15959.912
756,2015-01-29,13242.849999999999
757,2015-01-30,17204.094006
758,2015-01-31,27743.479968
759,2015-02-01,38310.075
760,2015-02-02,21829.502999999997
761,2015-02-03,18936.6
762,2015-02-04,19848.008002000002
763,2015-02-05,16219.907019999999
764,2015-02-06,17765.62004
765,2015-02-07,23081.689
766,2015-02-08,26208.446007
767,2015-02-09,20975.828003000002
768,2015-02-10,14347.79898
769,2015-02-11,16167.917995
770,2015-02-12,12957.944
771,2015-02-13,16565.47803
772,2015-02-14,18613.17398
773,2015-02-15,16629.069999
774,2015-02-16,16910.73502
775,2015-02-17,22796.538
776,2015-02-18,17765.07896
777,2015-02-19,15359.504
778,2015-02-20,18879.59104
779,2015-02-21,22205.279004
780,2015-02-22,32712.786910000003
781,2015-02-23,16954.336950999997
782,2015-02-24,16529.203999999998
783,2015-02-25,17642.940005
784,2015-02-26,14219.325
785,2015-02-27,17647.054004
786,2015-02-28,25216.264026999997
787,2015-03-01,36953.475999999995
788,2015-03-02,21130.231021
789,2015-03-03,19918.201
790,2015-03-04,19305.656000000003
791,2015-03-05,15168.949006
792,2015-03-06,17229.178958
793,2015-03-07,28098.964
794,2015-03-08,31019.415
795,2015-03-09,19674.782996
796,2015-03-10,19089.623
797,2015-03-11,18217.333995
798,2015-03-12,15012.31402
799,2015-03-13,16913.001
800,2015-03-14,25754.01597
801,2015-03-15,31430.211004999997
802,2015-03-16,18606.22898
803,2015-03-17,15814.817000000001
804,2015-03-18,17161.851982
805,2015-03-19,14867.631000000001
806,2015-03-20,17120.354
807,2015-03-21,26026.763996
808,2015-03-22,30547.957
809,2015-03-23,18579.427
810,2015-03-24,14876.728996999998
811,2015-03-25,16969.735999999997
812,2015-03-26,13348.432
813,2015-03-27,18362.409996000002
814,2015-03-28,25775.974000000002
815,2015-03-29,30597.098982
816,2015-03-30,16520.521
817,2015-03-31,17001.705022000002
818,2015-04-01,21135.458978000002
819,2015-04-02,19030.856
820,2015-04-03,20293.48399
